Individual 	Attrition	Age	BusinessTravel	DailyRate	Department	DistanceFromHome	Education	EducationField	EmployeeCount	EmployeeNumber	EnvironmentSatisfaction	Gender	HourlyRate	JobInvolvement	JobLevel	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	MonthlyRate	NumCompaniesWorked	OverTime	PercentSalaryHike	PerformanceRating	RelationshipSatisfaction	StandardHours	StockOptionLevel	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	YearsAtCompany	YearsInCurrentRole	YearsSinceLastPromotion	YearsWithCurrManager
Ind899	No	43	1	920	2	3	3	1	1	1255	3	1	96	1	5	8	4	2	19740	18625	3	2	14	3	2	80	1	25	2	3	8	7	0	7
Ind900	No	49	1	1098	2	4	2	2	1	1256	1	1	85	2	5	6	3	2	18711	12124	2	2	13	3	3	80	1	23	2	4	1	0	0	0
Ind901	No	36	2	469	2	3	3	4	1	1257	3	1	46	3	1	2	2	2	3692	9256	1	2	12	3	3	80	0	12	2	2	11	10	0	7
Ind902	No	48	1	969	2	2	2	4	1	1258	4	1	76	4	1	3	2	1	2559	16620	5	2	11	3	3	80	0	7	4	2	1	0	0	0
Ind903	No	27	1	1167	2	4	2	1	1	1259	1	1	76	3	1	2	3	3	2517	3208	1	2	11	3	2	80	3	5	2	3	5	3	0	3
Ind904	No	29	1	1329	2	7	3	1	1	1260	3	1	82	3	2	5	4	3	6623	4204	1	1	11	3	2	80	2	6	2	3	6	0	1	0
Ind905	No	48	1	715	2	1	3	1	1	1263	4	1	76	2	5	8	4	1	18265	8733	6	2	12	3	3	80	0	25	3	4	1	0	0	0
Ind906	No	29	1	694	2	1	3	1	1	1264	4	2	87	2	4	8	4	3	16124	3423	3	2	14	3	2	80	2	9	2	2	7	7	1	7
Ind907	No	34	1	1320	2	20	3	4	1	1265	3	2	89	4	1	2	3	2	2585	21643	0	2	17	3	4	80	0	2	5	2	1	0	0	0
Ind908	No	44	1	1099	1	5	3	3	1	1267	2	1	88	3	5	6	2	2	18213	8751	7	2	11	3	3	80	1	26	5	3	22	9	3	10
Ind909	No	33	1	536	1	10	5	3	1	1268	4	1	82	4	3	1	3	3	8380	21708	0	1	14	3	4	80	2	10	3	3	9	8	0	8
Ind910	No	19	1	265	2	25	3	1	1	1269	2	2	57	4	1	2	4	1	2994	21221	1	1	12	3	4	80	0	1	2	3	1	0	0	1
Ind911	No	23	1	373	2	1	2	1	1	1270	4	1	47	3	1	2	3	2	1223	16901	1	2	22	4	4	80	1	1	2	3	1	0	0	1
Ind912	Yes	25	2	599	1	24	1	1	1	1273	3	1	73	1	1	7	4	1	1118	8040	1	1	14	3	4	80	0	1	4	3	1	0	1	0
Ind913	No	26	1	583	2	4	2	1	1	1275	3	1	53	3	1	2	4	1	2875	9973	1	1	20	4	2	80	0	8	2	2	8	5	2	2
Ind914	Yes	45	1	1449	1	2	3	3	1	1277	1	2	94	1	5	6	2	1	18824	2493	2	1	16	3	1	80	0	26	2	3	24	10	1	11
Ind915	No	55	3	177	2	8	1	2	1	1278	4	1	37	2	4	5	2	3	13577	25592	1	1	15	3	4	80	1	34	3	3	33	9	15	0
Ind916	Yes	21	2	251	2	10	2	1	1	1279	1	2	45	2	1	3	3	1	2625	25308	1	2	20	4	3	80	0	2	2	1	2	2	2	2
Ind917	No	46	1	168	1	4	2	3	1	1280	4	2	33	2	5	6	2	2	18789	9946	2	2	14	3	3	80	1	26	2	3	11	4	0	8
Ind918	No	34	1	131	1	2	3	3	1	1281	3	2	86	3	2	1	1	1	4538	6039	0	1	12	3	4	80	0	4	3	3	3	2	0	2
Ind919	No	51	2	237	1	9	3	1	1	1282	4	1	83	3	5	6	2	3	19847	19196	4	1	24	4	1	80	1	31	5	2	29	10	11	10
Ind920	No	59	1	1429	2	18	4	2	1	1283	4	1	67	3	3	4	4	1	10512	20002	6	2	12	3	4	80	0	25	6	2	9	7	5	4
Ind921	No	34	2	135	2	19	3	2	1	1285	3	2	46	3	2	3	2	3	4444	22534	4	2	13	3	3	80	2	15	2	4	11	8	5	10
Ind922	No	28	2	791	2	1	4	2	1	1286	4	1	44	3	1	3	3	1	2154	6842	0	1	11	3	3	80	0	5	2	2	4	2	0	2
Ind923	No	44	1	1199	2	4	2	1	1	1288	3	1	92	4	5	6	1	3	19190	17477	1	2	14	3	4	80	2	26	4	2	25	9	14	13
Ind924	No	34	2	648	3	11	3	1	1	1289	3	1	56	2	2	9	2	2	4490	21833	4	2	11	3	4	80	2	14	5	4	10	9	1	8
Ind925	No	35	1	735	2	6	1	1	1	1291	3	1	66	3	1	2	3	2	3506	6020	0	1	14	3	4	80	0	4	3	3	3	2	2	2
Ind926	No	42	1	603	2	7	4	2	1	1292	2	2	78	4	2	2	2	2	2372	5628	6	1	16	3	4	80	0	18	2	3	1	0	0	0
Ind927	No	43	1	531	1	4	4	3	1	1293	4	2	56	2	3	1	4	1	10231	20364	3	2	14	3	4	80	0	23	3	4	21	7	15	17
Ind928	No	36	1	429	2	2	4	1	1	1294	3	2	53	3	2	4	2	1	5410	2323	9	1	11	3	4	80	0	18	2	3	16	14	5	12
Ind929	Yes	44	1	621	2	15	3	2	1	1295	1	2	73	3	3	5	4	2	7978	14075	1	2	11	3	4	80	1	10	2	3	10	7	0	5
Ind930	No	28	2	193	2	2	3	1	1	1296	4	1	52	2	1	3	4	2	3867	14222	1	1	12	3	2	80	1	2	2	3	2	2	2	2
Ind931	No	51	2	968	2	6	2	2	1	1297	2	2	40	2	1	3	3	1	2838	4257	0	2	14	3	2	80	0	8	6	2	7	0	7	7
Ind932	No	30	3	879	2	9	2	2	1	1298	3	2	72	3	2	4	3	1	4695	12858	7	1	18	3	3	80	0	10	3	3	8	4	1	7
Ind933	Yes	29	1	806	2	7	3	4	1	1299	2	2	39	3	1	3	3	3	3339	17285	3	1	13	3	1	80	2	10	2	3	7	7	7	7
Ind934	No	28	1	640	2	1	3	4	1	1301	4	1	84	3	1	2	1	1	2080	4732	2	2	11	3	2	80	0	5	2	2	3	2	1	2
Ind935	No	25	1	266	2	1	3	2	1	1303	4	2	40	3	1	2	2	1	2096	18830	1	2	18	3	4	80	0	2	3	2	2	2	2	1
Ind936	No	32	1	604	1	8	3	2	1	1304	3	1	56	4	2	1	4	2	6209	11693	1	2	15	3	3	80	2	10	4	4	10	7	0	8
Ind937	No	45	2	364	2	25	3	2	1	1306	2	2	83	3	5	6	2	1	18061	13035	3	2	22	4	3	80	0	22	4	3	0	0	0	0
Ind938	No	39	1	412	2	13	4	2	1	1307	3	2	94	2	4	6	2	3	17123	17334	6	1	13	3	4	80	2	21	4	3	19	9	15	2
Ind939	No	58	1	848	2	23	4	1	1	1308	1	1	88	3	1	2	3	3	2372	26076	1	2	12	3	4	80	2	2	3	3	2	2	2	2
Ind940	Yes	32	1	1089	2	7	2	1	1	1309	4	1	79	3	2	3	3	2	4883	22845	1	2	18	3	1	80	1	10	3	3	10	4	1	1
Ind941	Yes	39	1	360	2	23	3	2	1	1310	3	1	93	3	1	2	1	1	3904	22154	0	2	13	3	1	80	0	6	2	3	5	2	0	3
Ind942	No	30	1	1138	2	6	3	4	1	1311	1	2	48	2	2	3	4	2	4627	23631	0	2	12	3	1	80	1	10	6	3	9	2	6	7
Ind943	No	36	1	325	2	10	4	4	1	1312	4	2	63	3	3	5	3	2	7094	5747	3	2	12	3	1	80	0	10	0	3	7	7	1	7
Ind944	No	46	1	991	3	1	2	1	1	1314	4	2	44	3	1	9	1	1	3423	22957	6	2	12	3	3	80	0	10	3	4	7	6	5	7
Ind945	No	28	3	1476	2	1	3	1	1	1315	3	2	55	1	2	3	4	2	6674	16392	0	2	11	3	1	80	3	10	6	3	9	8	7	5
Ind946	No	50	1	1322	2	28	3	1	1	1317	4	2	43	3	4	8	1	2	16880	22422	4	1	11	3	2	80	0	25	2	3	3	2	1	2
Ind947	Yes	40	1	299	1	25	4	3	1	1318	4	1	57	2	3	1	2	1	9094	17235	2	1	12	3	3	80	0	9	2	3	5	4	1	0
Ind948	Yes	52	1	1030	1	5	3	1	1	1319	2	1	64	3	3	1	2	1	8446	21534	9	1	19	3	3	80	0	10	2	2	8	7	7	7
Ind949	No	30	1	634	2	17	4	2	1	1321	2	2	95	3	3	6	1	2	11916	25927	1	1	23	4	4	80	2	9	2	3	9	1	0	8
Ind950	No	39	1	524	2	18	2	1	1	1322	1	1	32	3	2	4	3	1	4534	13352	0	2	11	3	1	80	0	9	6	3	8	7	1	7
Ind951	No	31	3	587	1	2	4	1	1	1324	4	2	57	3	3	1	3	3	9852	8935	1	1	19	3	1	80	1	10	5	2	10	8	9	6
Ind952	No	41	3	256	1	10	2	2	1	1329	3	1	40	1	2	1	2	1	6151	22074	1	2	13	3	1	80	0	19	4	3	19	2	11	9
Ind953	Yes	31	2	1060	1	1	3	1	1	1331	4	2	54	3	1	7	2	1	2302	8319	1	1	11	3	1	80	0	3	2	4	3	2	2	2
Ind954	Yes	44	1	935	2	3	3	1	1	1333	1	1	89	3	1	3	1	2	2362	14669	4	2	12	3	3	80	0	10	4	4	3	2	1	2
Ind955	No	42	3	495	2	2	1	1	1	1334	3	1	37	3	4	6	3	2	17861	26582	0	1	13	3	4	80	0	21	3	2	20	8	2	10
Ind956	No	55	1	282	2	2	2	2	1	1336	4	2	58	1	5	6	3	2	19187	6992	4	2	14	3	4	80	1	23	5	3	19	9	9	11
Ind957	No	56	1	206	3	8	4	1	1	1338	4	1	99	3	5	6	2	1	19717	4022	6	2	14	3	1	80	0	36	4	3	7	3	7	7
Ind958	No	40	3	458	2	16	2	1	1	1340	3	1	74	3	1	2	3	3	3544	8532	9	2	16	3	2	80	1	6	0	3	4	2	0	0
Ind959	No	34	1	943	2	9	3	1	1	1344	4	1	86	3	3	5	4	3	8500	5494	0	2	11	3	4	80	1	10	0	2	9	7	1	6
Ind960	No	40	1	523	2	2	3	1	1	1346	3	1	98	3	2	2	4	1	4661	22455	1	2	13	3	3	80	0	9	4	3	9	8	8	8
Ind961	No	41	2	1018	1	1	3	3	1	1349	3	2	66	3	2	1	1	3	4103	4297	0	2	17	3	4	80	1	10	2	3	9	3	1	7
Ind962	No	35	2	482	2	4	4	1	1	1350	3	1	87	3	2	2	3	1	4249	2690	1	1	11	3	2	80	0	9	3	3	9	6	1	1
Ind963	No	51	1	770	3	5	3	1	1	1352	3	1	84	3	4	6	2	3	14026	17588	1	1	11	3	2	80	1	33	2	3	33	9	0	10
Ind964	No	38	1	1009	1	2	2	1	1	1355	2	2	31	3	2	1	1	3	6893	19461	3	2	15	3	4	80	1	11	3	3	7	7	1	7
Ind965	No	34	1	507	1	15	2	2	1	1356	3	2	66	3	2	1	1	1	6125	23553	1	2	12	3	4	80	0	10	6	4	10	8	9	6
Ind966	No	25	1	882	2	19	1	2	1	1358	4	1	67	3	1	3	4	2	3669	9075	3	2	11	3	3	80	3	7	6	2	3	2	1	2
Ind967	Yes	58	1	601	2	7	4	2	1	1360	3	2	53	2	3	4	1	2	10008	12023	7	1	14	3	4	80	0	31	0	2	10	9	5	9
Ind968	No	40	1	329	2	1	4	1	1	1361	2	1	88	3	1	3	2	2	2387	6762	3	2	22	4	3	80	1	7	3	3	4	2	0	3
Ind969	No	36	2	607	1	7	3	3	1	1362	1	2	83	4	2	1	1	2	4639	2261	2	2	16	3	4	80	1	17	2	2	15	7	6	13
Ind970	No	48	1	855	2	4	3	1	1	1363	4	1	54	3	3	4	4	1	7898	18706	1	2	11	3	3	80	0	11	2	3	10	9	0	8
Ind971	No	27	1	1291	1	11	3	2	1	1364	3	2	98	4	1	7	4	2	2534	6527	8	2	14	3	2	80	1	5	4	3	1	0	0	0
Ind972	No	51	1	1405	2	11	2	4	1	1367	4	2	82	2	4	4	2	1	13142	24439	3	2	16	3	2	80	0	29	1	2	5	2	0	3
Ind973	No	18	3	1124	2	1	3	1	1	1368	4	2	97	3	1	3	4	1	1611	19305	1	2	15	3	3	80	0	0	5	4	0	0	0	0
Ind974	No	35	1	817	2	1	3	2	1	1369	4	2	60	2	2	3	4	2	5363	10846	0	2	12	3	2	80	1	10	0	3	9	7	0	0
Ind975	No	27	2	793	1	2	1	1	1	1371	4	1	43	1	2	1	4	1	5071	20392	3	2	20	4	2	80	0	8	3	3	6	2	0	0
Ind976	Yes	55	1	267	1	13	4	3	1	1372	1	1	85	4	4	1	3	1	13695	9277	6	1	17	3	3	80	0	24	2	2	19	7	3	8
Ind977	No	56	1	1369	2	23	3	1	1	1373	4	1	68	3	4	4	2	2	13402	18235	4	1	12	3	1	80	1	33	0	3	19	16	15	9
Ind978	No	34	3	999	2	26	1	4	1	1374	1	2	92	2	1	2	3	3	2029	15891	1	2	20	4	3	80	3	5	2	3	5	4	0	0
Ind979	No	40	1	1202	2	2	1	2	1	1375	2	2	89	4	2	5	3	3	6377	13888	5	2	20	4	2	80	3	15	0	3	12	11	11	8
Ind980	No	34	1	285	2	29	3	2	1	1377	2	1	86	3	2	3	3	2	5429	17491	4	2	13	3	1	80	2	10	1	3	8	7	7	7
Ind981	Yes	31	2	703	1	2	3	1	1	1379	3	2	90	2	1	7	4	1	2785	11882	7	2	14	3	3	80	0	3	3	4	1	0	0	0
Ind982	Yes	35	2	662	1	18	4	3	1	1380	4	2	67	3	2	1	3	2	4614	23288	0	1	18	3	3	80	1	5	0	2	4	2	3	2
Ind983	No	38	2	693	2	7	3	1	1	1382	4	1	57	4	1	2	3	3	2610	15748	1	2	11	3	4	80	3	4	2	3	4	2	0	3
Ind984	No	34	1	404	2	2	4	4	1	1383	3	2	98	3	2	5	4	1	6687	6163	1	2	11	3	4	80	0	14	2	4	14	11	4	11
Ind985	No	28	1	736	1	26	3	1	1	1387	3	1	48	2	2	1	1	2	4724	24232	1	2	11	3	3	80	1	5	0	3	5	3	0	4
Ind986	Yes	31	1	330	2	22	4	2	1	1389	4	1	98	3	2	4	3	2	6179	21057	1	1	15	3	4	80	2	10	3	2	10	2	6	7
Ind987	No	39	1	1498	1	21	4	1	1	1390	1	1	44	2	2	1	4	2	6120	3567	3	1	12	3	4	80	2	8	2	4	5	4	1	4
Ind988	No	51	2	541	1	2	3	3	1	1391	2	1	52	3	3	1	2	2	10596	15395	2	2	11	3	2	80	0	14	5	3	4	2	3	2
Ind989	No	41	2	1200	2	22	3	1	1	1392	4	2	75	3	2	2	4	3	5467	13953	3	1	14	3	1	80	2	12	4	2	6	2	3	3
Ind990	No	37	1	1439	2	4	1	1	1	1394	3	1	54	3	1	2	3	2	2996	5182	7	1	15	3	4	80	0	8	2	3	6	4	1	3
Ind991	No	33	2	1111	1	5	1	1	1	1395	2	1	61	3	2	1	4	2	9998	19293	6	2	13	3	1	80	0	8	2	4	5	4	1	2
Ind992	No	32	1	499	1	2	1	3	1	1396	3	1	36	3	2	1	2	2	4078	20497	0	1	13	3	1	80	3	4	3	2	3	2	1	2
Ind993	No	39	3	1485	2	25	2	1	1	1397	3	1	71	3	3	5	3	2	10920	3449	3	2	21	4	2	80	1	13	2	3	6	4	0	5
Ind994	No	25	1	1372	1	18	1	1	1	1399	1	1	93	4	2	1	3	2	6232	12477	2	2	11	3	2	80	0	6	3	2	3	2	1	2
Ind995	No	52	2	322	2	28	2	2	1	1401	4	2	59	4	4	4	3	2	13247	9731	2	1	11	3	2	80	1	24	3	2	5	3	0	2
Ind996	No	43	1	930	2	6	3	2	1	1402	1	2	73	2	2	2	3	1	4081	20003	1	1	14	3	1	80	0	20	3	1	20	7	1	8
Ind997	No	27	1	205	1	10	3	3	1	1403	4	2	98	2	2	1	4	2	5769	7100	1	1	11	3	4	80	0	6	3	3	6	2	4	4
Ind998	Yes	27	1	135	2	17	4	1	1	1405	4	2	51	3	1	2	3	1	2394	25681	1	1	13	3	4	80	0	8	2	3	8	2	7	7
Ind999	No	26	1	683	2	2	1	2	1	1407	1	1	36	2	1	2	4	1	3904	4050	0	2	12	3	4	80	0	5	2	3	4	3	1	1
Ind1000	No	42	1	1147	3	10	3	5	1	1408	3	2	31	3	4	6	1	2	16799	16616	0	2	14	3	3	80	1	21	5	3	20	7	0	9
Ind1001	No	52	1	258	2	8	4	6	1	1409	3	2	54	3	1	3	1	2	2950	17363	9	2	13	3	3	80	0	12	2	1	5	4	0	4
Ind1002	No	37	1	1462	2	11	3	2	1	1411	1	2	94	3	1	3	3	1	3629	19106	4	2	18	3	1	80	0	8	6	3	3	2	0	2
Ind1003	No	35	2	200	2	18	2	1	1	1412	3	1	60	3	3	4	4	1	9362	19944	2	2	11	3	3	80	0	10	2	3	2	2	2	2
Ind1004	No	25	1	949	2	1	3	4	1	1415	1	1	81	3	1	3	4	2	3229	4910	4	2	11	3	2	80	1	7	2	2	3	2	0	2
Ind1005	No	26	1	652	2	7	3	6	1	1417	3	1	100	4	1	3	1	1	3578	23577	0	2	12	3	4	80	0	8	2	3	7	7	0	7
Ind1006	No	29	1	332	3	17	3	6	1	1419	2	1	51	2	3	9	1	1	7988	9769	1	2	13	3	1	80	0	10	3	2	10	9	0	9
Ind1007	Yes	49	2	1475	2	28	2	1	1	1420	1	1	97	2	2	3	1	1	4284	22710	3	2	20	4	1	80	0	20	2	3	4	3	1	3
Ind1008	Yes	29	2	337	2	14	1	6	1	1421	3	2	84	3	3	5	4	1	7553	22930	0	1	12	3	1	80	0	9	1	3	8	7	7	7
Ind1009	No	54	1	971	2	1	3	2	1	1422	4	2	54	3	4	8	4	1	17328	5652	6	2	19	3	4	80	0	29	3	2	20	7	12	7
Ind1010	No	58	1	1055	2	1	3	2	1	1423	4	2	76	3	5	8	1	2	19701	22456	3	1	21	4	3	80	1	32	3	3	9	8	1	5
Ind1011	No	55	1	1136	2	1	4	2	1	1424	2	1	81	4	4	8	4	3	14732	12414	2	2	13	3	4	80	2	31	4	4	7	7	0	0
Ind1012	No	36	1	1174	1	3	4	3	1	1425	1	2	99	3	2	1	2	1	9278	20763	3	1	16	3	4	80	0	15	3	3	5	4	0	1
Ind1013	Yes	31	2	667	1	1	4	1	1	1427	2	2	50	1	1	7	3	1	1359	16154	1	2	12	3	2	80	0	1	3	3	1	0	0	0
Ind1014	No	30	1	855	1	7	4	3	1	1428	4	2	73	3	2	1	1	3	4779	12761	7	2	14	3	2	80	2	8	3	3	3	2	0	2
Ind1015	No	31	1	182	2	8	5	1	1	1430	1	2	93	3	4	8	2	1	16422	8847	3	2	11	3	3	80	0	9	3	4	3	2	1	0
Ind1016	No	34	2	560	2	1	4	6	1	1431	4	1	91	3	1	2	1	3	2996	20284	5	2	14	3	3	80	2	10	2	3	4	3	1	3
Ind1017	Yes	31	1	202	2	8	3	1	1	1433	1	2	34	2	1	2	2	1	1261	22262	1	2	12	3	3	80	0	1	3	4	1	0	0	0
Ind1018	No	27	1	1377	2	11	1	1	1	1434	2	1	91	3	1	3	1	2	2099	7679	0	2	14	3	2	80	0	6	3	4	5	0	1	4
Ind1019	No	36	1	172	2	4	4	1	1	1435	1	1	37	2	2	3	4	1	5810	22604	1	2	16	3	3	80	0	10	2	2	10	4	1	8
Ind1020	No	36	1	329	1	16	4	3	1	1436	3	2	98	2	2	1	1	2	5647	13494	4	2	13	3	1	80	2	11	3	2	3	2	0	2
Ind1021	No	47	1	465	2	1	3	4	1	1438	1	1	74	3	1	2	4	2	3420	10205	7	2	12	3	3	80	1	17	2	2	6	5	1	2
Ind1022	Yes	25	1	383	1	9	2	1	1	1439	1	1	68	2	1	7	1	2	4400	15182	3	2	12	3	1	80	0	6	2	3	3	2	2	2
Ind1023	No	37	3	1413	2	5	2	4	1	1440	3	1	84	4	1	3	3	1	3500	25470	0	2	14	3	1	80	0	7	2	1	6	5	1	3
Ind1024	No	56	1	1255	2	1	2	1	1	1441	1	2	90	3	1	2	1	2	2066	10494	2	2	22	4	4	80	1	5	3	4	3	2	1	0
Ind1025	No	47	1	359	2	2	4	2	1	1443	1	2	82	3	4	8	3	2	17169	26703	3	2	19	3	2	80	2	26	2	4	20	17	5	6
Ind1026	No	24	1	1476	1	4	1	2	1	1445	4	2	42	3	2	1	3	2	4162	15211	1	1	12	3	3	80	2	5	3	3	5	4	0	3
Ind1027	No	32	1	601	1	7	5	3	1	1446	4	1	97	3	2	1	4	2	9204	23343	4	2	12	3	3	80	1	7	3	2	4	3	0	3
Ind1028	No	34	1	401	2	1	3	1	1	1447	4	2	86	2	1	3	2	2	3294	3708	5	2	17	3	1	80	1	7	2	2	5	4	0	2
Ind1029	No	41	1	1283	2	5	5	2	1	1448	2	1	90	4	1	2	3	2	2127	5561	2	1	12	3	1	80	0	7	5	2	4	2	0	3
Ind1030	No	40	3	663	2	9	4	6	1	1449	3	1	81	3	2	3	3	3	3975	23099	3	2	11	3	3	80	2	11	2	4	8	7	0	7
Ind1031	No	31	1	326	1	8	2	1	1	1453	1	1	31	3	3	1	4	3	10793	8386	1	2	18	3	1	80	1	13	5	3	13	7	9	9
Ind1032	Yes	46	1	377	1	9	3	3	1	1457	1	1	52	3	3	1	4	3	10096	15986	4	2	11	3	1	80	1	28	1	4	7	7	4	3
Ind1033	Yes	39	3	592	2	2	3	1	1	1458	1	2	54	2	1	3	1	1	3646	17181	2	1	23	4	2	80	0	11	2	4	1	0	0	0
Ind1034	Yes	31	2	1445	2	1	5	1	1	1459	3	2	100	4	3	4	2	1	7446	8931	1	2	11	3	1	80	0	10	2	3	10	8	4	7
Ind1035	No	45	1	1038	2	20	3	2	1	1460	2	1	95	1	3	5	1	3	10851	19863	2	1	18	3	2	80	1	24	2	3	7	7	0	7
Ind1036	No	31	1	1398	3	8	2	2	1	1461	4	2	96	4	1	9	2	1	2109	24609	9	2	18	3	4	80	0	8	3	3	3	2	0	2
Ind1037	Yes	31	2	523	2	2	3	1	1	1464	2	1	94	3	1	3	4	2	3722	21081	6	1	13	3	3	80	1	7	2	1	2	2	2	2
Ind1038	No	45	1	1448	2	29	3	4	1	1465	2	1	55	3	3	4	4	2	9380	14720	4	1	18	3	4	80	2	10	4	4	3	1	1	2
Ind1039	No	48	1	1221	1	7	3	3	1	1466	3	1	96	3	2	1	1	3	5486	24795	4	2	11	3	1	80	3	15	3	3	2	2	2	2
Ind1040	Yes	34	1	1107	3	9	4	4	1	1467	1	2	52	3	1	9	3	2	2742	3072	1	2	15	3	4	80	0	2	0	3	2	2	2	2
Ind1041	No	40	3	218	2	8	1	2	1	1468	4	1	55	2	3	8	2	3	13757	25178	2	2	11	3	3	80	1	16	5	3	9	8	4	8
Ind1042	No	28	1	866	1	5	3	2	1	1469	4	1	84	3	2	1	1	1	8463	23490	0	2	18	3	4	80	0	6	4	3	5	4	1	3
Ind1043	No	44	3	981	2	5	3	1	1	1471	3	1	90	2	1	3	3	1	3162	7973	3	2	14	3	4	80	0	7	5	3	5	2	0	3
Ind1044	No	53	1	447	2	2	3	2	1	1472	4	1	39	4	4	8	2	1	16598	19764	4	2	12	3	2	80	0	35	2	2	9	8	8	8
Ind1045	No	49	1	1495	2	5	4	4	1	1473	1	1	96	3	2	5	3	2	6651	21534	2	2	14	3	2	80	1	20	0	2	3	2	1	2
Ind1046	No	40	1	896	2	2	3	2	1	1474	3	1	68	3	1	2	3	3	2345	8045	2	2	14	3	3	80	1	8	3	4	3	1	1	2
Ind1047	No	44	1	1467	2	20	3	1	1	1475	4	1	49	3	1	2	2	1	3420	21158	1	2	13	3	3	80	0	6	3	2	5	2	1	3
Ind1048	No	33	2	430	1	7	3	2	1	1477	4	1	54	3	2	1	1	2	4373	17456	0	2	14	3	1	80	2	5	2	3	4	3	0	3
Ind1049	No	34	1	1326	1	3	3	6	1	1478	4	1	81	1	2	1	1	1	4759	15891	3	2	18	3	4	80	0	15	2	3	13	9	3	12
Ind1050	No	30	1	1358	1	16	1	1	1	1479	4	1	96	3	2	1	3	2	5301	2939	8	2	15	3	3	80	2	4	2	2	2	1	2	2
Ind1051	No	42	2	748	2	9	2	2	1	1480	1	2	74	3	1	3	4	1	3673	16458	1	2	13	3	3	80	0	12	3	3	12	9	5	8
Ind1052	No	44	2	383	1	1	5	3	1	1481	1	2	79	3	2	1	3	2	4768	9282	7	2	12	3	3	80	1	11	4	2	1	0	0	0
Ind1053	No	30	3	990	2	7	3	4	1	1482	3	1	64	3	1	2	3	3	1274	7152	1	2	13	3	2	80	2	1	2	2	1	0	0	0
Ind1054	No	57	1	405	2	1	2	1	1	1483	2	1	93	4	2	2	3	2	4900	2721	0	2	24	4	1	80	1	13	2	2	12	9	2	8
Ind1055	No	49	1	1490	2	7	4	1	1	1484	3	1	35	3	3	5	2	3	10466	20948	3	2	14	3	2	80	2	29	3	3	8	7	0	7
Ind1056	No	34	2	829	2	15	3	2	1	1485	2	1	71	3	4	8	1	3	17007	11929	7	2	14	3	4	80	2	16	3	2	14	8	6	9
Ind1057	Yes	28	2	1496	1	1	3	4	1	1486	1	1	92	3	1	7	3	2	2909	15747	3	2	15	3	4	80	1	5	3	4	3	2	1	2
Ind1058	Yes	29	2	115	1	13	3	4	1	1487	1	2	51	3	2	1	2	1	5765	17485	5	2	11	3	1	80	0	7	4	1	5	3	0	0
Ind1059	Yes	34	1	790	1	24	4	2	1	1489	1	2	40	2	2	1	2	1	4599	7815	0	1	23	4	3	80	0	16	2	4	15	9	10	10
Ind1060	No	35	1	660	1	7	1	1	1	1492	4	1	76	3	1	7	3	2	2404	16192	1	2	13	3	1	80	1	1	3	3	1	0	0	0
Ind1061	Yes	24	2	381	2	9	3	2	1	1494	2	1	89	3	1	3	1	1	3172	16998	2	1	11	3	3	80	0	4	2	2	0	0	0	0
Ind1062	No	24	3	830	1	13	2	1	1	1495	4	2	78	3	1	7	2	2	2033	7103	1	2	13	3	3	80	1	1	2	3	1	0	0	0
Ind1063	No	44	2	1193	2	2	1	2	1	1496	2	1	86	3	3	4	3	1	10209	19719	5	1	18	3	2	80	0	16	2	2	2	2	2	2
Ind1064	No	29	1	1246	1	19	3	1	1	1497	3	1	77	2	2	1	3	3	8620	23757	1	2	14	3	3	80	2	10	3	3	10	7	0	4
Ind1065	No	30	1	330	3	1	3	1	1	1499	3	1	46	3	1	9	3	3	2064	15428	0	2	21	4	1	80	1	6	3	4	5	3	1	3
Ind1066	No	55	1	1229	2	4	4	1	1	1501	4	1	30	3	2	5	3	2	4035	16143	0	1	16	3	2	80	0	4	2	3	3	2	1	2
Ind1067	No	33	1	1099	2	4	4	2	1	1502	1	2	82	2	1	3	2	2	3838	8192	8	2	11	3	4	80	0	8	5	3	5	4	0	2
Ind1068	No	47	1	571	1	14	3	2	1	1503	3	2	78	3	2	1	3	2	4591	24200	3	1	17	3	3	80	1	11	4	2	5	4	1	2
Ind1069	Yes	28	2	289	2	2	2	2	1	1504	3	1	38	2	1	3	1	1	2561	5355	7	2	11	3	3	80	0	8	2	2	0	0	0	0
Ind1070	No	28	1	1423	2	1	3	1	1	1506	1	1	72	2	1	2	3	3	1563	12530	1	2	14	3	4	80	1	1	2	1	1	0	0	0
Ind1071	No	28	2	467	1	7	3	1	1	1507	3	1	55	3	2	1	1	1	4898	11827	0	2	14	3	4	80	0	5	5	3	4	2	1	3
Ind1072	No	49	1	271	2	3	2	2	1	1509	3	2	43	2	2	3	1	2	4789	23070	4	2	25	4	1	80	1	10	3	3	3	2	1	2
Ind1073	No	29	2	410	2	2	1	1	1	1513	4	2	97	3	1	3	2	2	3180	4668	0	2	13	3	3	80	3	4	3	3	3	2	0	2
Ind1074	No	28	1	1083	2	29	1	1	1	1514	3	1	96	1	2	4	2	2	6549	3173	1	2	14	3	2	80	2	8	2	2	8	6	1	7
Ind1075	No	33	1	516	2	8	5	1	1	1515	4	1	69	3	2	5	3	1	6388	22049	2	1	17	3	1	80	0	14	6	3	0	0	0	0
